Isend_Irecv_2hp_nz64_numiter1024;64;128;256;512;1024
1;4.256839275;17.3855176;154.7236159;590.8870504;2227.60775
2;2.467243195;9.946081877;60.12498069;312.1882336;1175.363208
3;1.664574862;6.675019026;44.51867223;223.4751787;883.9467356
4;1.432168245;5.525036812;36.57847643;191.0414481;730.136826
5;1.1759305;4.526181221;33.48735857;126.664948;608.6759622
6;1.088847637;4.178561687;31.5294745;123.9409552;575.8952355
7;0.932240248;3.520498276;30.73237276;116.9649518;508.0640647
8;0.874847174;3.552172661;29.82599664;117.0467036;512.0525088
9;0.86598444;3.39746213;29.5572598;230.0052979;499.8190603
10;0.801843166;3.161657333;29.51361823;114.2760813;473.4589875
11;0.722328901;2.817736864;29.60871983;113.1121736;445.7044599
12;0.717332602;3.079622269;29.28354692;113.7292204;466.5315344
13;1.292935133;4.033266068;26.63986945;117.7266088;450.9312015
14;1.217858315;3.859881639;30.91894245;122.443491;508.1654258
15;1.19611001;3.701151609;30.45805573;120.2239473;502.0839112
16;1.192934752;3.510849714;29.82901788;116.8074589;457.2184284
17;1.217230558;3.312990904;29.57699561;116.3983796;439.8899753
18;1.050824165;3.385104418;29.80463505;115.1051168;452.0083239
19;0.988119364;3.296753883;29.64815617;114.8563869;449.4101737
20;0.965452909;3.065865517;30.07695079;115.1528263;445.7672386
21;1.052782536;3.316913366;31.75178766;117.3931906;439.4109929
22;1.050216675;3.041013002;20.18711805;116.4209609;444.9424005
23;1.033326149;3.327768803;31.6329143;117.4144511;439.5858707
24;1.054172993;3.027797937;20.3102715;116.3686106;451.9949474
