ranks nx ny nz num_iter time num_streams
###1, 128, 128, 2048, 256, 0.79012, 64
###1, 128, 128, 2048, 512, 1.55103, 64
###1, 128, 128, 2048, 1024, 3.12432, 64
###1, 128, 128, 4096, 32, 0.216385, 64
###1, 128, 128, 4096, 64, 0.40479, 64
###1, 128, 128, 4096, 128, 0.778117, 64
###1, 128, 128, 4096, 256, 1.54337, 64
###1, 128, 128, 4096, 512, 3.01108, 64
###1, 128, 128, 4096, 1024, 5.97163, 64
###1, 128, 128, 8192, 32, 0.429705, 64
###1, 128, 128, 8192, 64, 0.800873, 64
###1, 128, 128, 8192, 128, 1.53877, 64
###1, 128, 128, 8192, 256, 2.9831, 64
###1, 128, 128, 8192, 512, 5.9923, 64
###1, 128, 128, 8192, 1024, 11.7428, 64
###1, 128, 128, 16384, 32, 0.847985, 64
###1, 128, 128, 16384, 64, 1.59884, 64
###1, 128, 128, 16384, 128, 3.08836, 64
###1, 128, 128, 16384, 256, 6.04503, 64
###1, 128, 128, 16384, 512, 11.8224, 64
###1, 128, 128, 16384, 1024, 23.8449, 64
###1, 128, 128, 32768, 32, 1.41455, 64
###1, 128, 128, 32768, 64, 2.59746, 64
###1, 128, 128, 32768, 128, 4.96756, 64
###1, 128, 128, 32768, 256, 9.61739, 64
###1, 128, 128, 32768, 512, 18.8591, 64
###1, 128, 128, 32768, 1024, 37.6116, 64
###1, 128, 128, 65536, 32, 1.35667, 64
###1, 128, 128, 65536, 64, 2.34036, 64
###1, 128, 128, 65536, 128, 4.25627, 64
###1, 128, 128, 65536, 256, 8.0613, 64
###1, 128, 128, 65536, 512, 15.7808, 64
###1, 128, 128, 65536, 1024, 31.1541, 64
###1, 128, 128, 8, 32, 0.00689706, 128
###1, 128, 128, 8, 64, 0.0126639, 128
###1, 128, 128, 8, 128, 0.0243678, 128
###1, 128, 128, 8, 256, 0.0474791, 128
###1, 128, 128, 8, 512, 0.094286, 128
###1, 128, 128, 8, 1024, 0.186414, 128
###1, 128, 128, 16, 32, 0.0074783, 128
###1, 128, 128, 16, 64, 0.0136891, 128
###1, 128, 128, 16, 128, 0.0265172, 128
###1, 128, 128, 16, 256, 0.051295, 128
###1, 128, 128, 16, 512, 0.101836, 128
###1, 128, 128, 16, 1024, 0.201951, 128
###1, 128, 128, 32, 32, 0.00847156, 128
###1, 128, 128, 32, 64, 0.0155898, 128
###1, 128, 128, 32, 128, 0.0299086, 128
###1, 128, 128, 32, 256, 0.0583561, 128
###1, 128, 128, 32, 512, 0.115469, 128
###1, 128, 128, 32, 1024, 0.230291, 128
###1, 128, 128, 64, 32, 0.0104309, 128
###1, 128, 128, 64, 64, 0.0194198, 128
###1, 128, 128, 64, 128, 0.0370475, 128
###1, 128, 128, 64, 256, 0.0730441, 128
###1, 128, 128, 64, 512, 0.144432, 128
###1, 128, 128, 64, 1024, 0.286184, 128
###1, 128, 128, 128, 32, 0.0143019, 128
###1, 128, 128, 128, 64, 0.0270831, 128
###1, 128, 128, 128, 128, 0.0521367, 128
###1, 128, 128, 128, 256, 0.103017, 128
###1, 128, 128, 128, 512, 0.202881, 128
###1, 128, 128, 128, 1024, 0.402586, 128
###1, 128, 128, 256, 32, 0.0219093, 128
###1, 128, 128, 256, 64, 0.0400672, 128
###1, 128, 128, 256, 128, 0.0771807, 128
###1, 128, 128, 256, 256, 0.152346, 128
###1, 128, 128, 256, 512, 0.295557, 128
###1, 128, 128, 256, 1024, 0.590983, 128
###1, 128, 128, 512, 32, 0.0357119, 128
###1, 128, 128, 512, 64, 0.0663777, 128
###1, 128, 128, 512, 128, 0.125682, 128
###1, 128, 128, 512, 256, 0.251548, 128
###1, 128, 128, 512, 512, 0.487071, 128
###1, 128, 128, 512, 1024, 0.977864, 128
###1, 128, 128, 1024, 32, 0.064059, 128
###1, 128, 128, 1024, 64, 0.145501, 128
###1, 128, 128, 1024, 128, 0.22421, 128
###1, 128, 128, 1024, 256, 0.453694, 128
###1, 128, 128, 1024, 512, 0.8777, 128
###1, 128, 128, 1024, 1024, 1.73054, 128
###1, 128, 128, 2048, 32, 0.122122, 128
###1, 128, 128, 2048, 64, 0.219539, 128
###1, 128, 128, 2048, 128, 0.421564, 128
###1, 128, 128, 2048, 256, 0.81362, 128
###1, 128, 128, 2048, 512, 1.6128, 128
###1, 128, 128, 2048, 1024, 3.24706, 128
###1, 128, 128, 4096, 32, 0.217279, 128
###1, 128, 128, 4096, 64, 0.416018, 128
###1, 128, 128, 4096, 128, 0.789205, 128
###1, 128, 128, 4096, 256, 1.52908, 128
###1, 128, 128, 4096, 512, 3.07011, 128
###1, 128, 128, 4096, 1024, 6.10221, 128
###1, 128, 128, 8192, 32, 0.435961, 128
###1, 128, 128, 8192, 64, 0.7858, 128
###1, 128, 128, 8192, 128, 1.52559, 128
###1, 128, 128, 8192, 256, 2.96658, 128
###1, 128, 128, 8192, 512, 5.92719, 128
###1, 128, 128, 8192, 1024, 11.7543, 128
###1, 128, 128, 16384, 32, 0.844491, 128
###1, 128, 128, 16384, 64, 1.56319, 128
###1, 128, 128, 16384, 128, 3.00171, 128
###1, 128, 128, 16384, 256, 5.95131, 128
###1, 128, 128, 16384, 512, 11.7765, 128
###1, 128, 128, 16384, 1024, 23.4869, 128
###1, 128, 128, 32768, 32, 1.40812, 128
###1, 128, 128, 32768, 64, 2.56921, 128
###1, 128, 128, 32768, 128, 4.96505, 128
###1, 128, 128, 32768, 256, 9.57311, 128
###1, 128, 128, 32768, 512, 19.102, 128
###1, 128, 128, 32768, 1024, 37.6931, 128
###1, 128, 128, 65536, 32, 1.34104, 128
###1, 128, 128, 65536, 64, 2.3133, 128
###1, 128, 128, 65536, 128, 4.36833, 128
###1, 128, 128, 65536, 256, 8.25061, 128
###1, 128, 128, 65536, 512, 16.2649, 128
###1, 128, 128, 65536, 1024, 31.8891, 128
###1, 128, 128, 8, 32, 0.0125014, 256
###1, 128, 128, 8, 64, 0.0231459, 256
###1, 128, 128, 8, 128, 0.0443917, 256
###1, 128, 128, 8, 256, 0.0862939, 256
###1, 128, 128, 8, 512, 0.170087, 256
###1, 128, 128, 8, 1024, 0.340725, 256
###1, 128, 128, 16, 32, 0.0129559, 256
###1, 128, 128, 16, 64, 0.024067, 256
###1, 128, 128, 16, 128, 0.0461754, 256
###1, 128, 128, 16, 256, 0.0900937, 256
###1, 128, 128, 16, 512, 0.220919, 256
###1, 128, 128, 16, 1024, 0.353039, 256
###1, 128, 128, 32, 32, 0.0142099, 256
###1, 128, 128, 32, 64, 0.0260466, 256
###1, 128, 128, 32, 128, 0.0498586, 256
###1, 128, 128, 32, 256, 0.0970496, 256
###1, 128, 128, 32, 512, 0.236405, 256
###1, 128, 128, 32, 1024, 0.381526, 256
###1, 128, 128, 64, 32, 0.0159207, 256
###1, 128, 128, 64, 64, 0.0296582, 256
###1, 128, 128, 64, 128, 0.0572453, 256
###1, 128, 128, 64, 256, 0.113179, 256
###1, 128, 128, 64, 512, 0.222273, 256
###1, 128, 128, 64, 1024, 0.443264, 256
###1, 128, 128, 128, 32, 0.0199327, 256
###1, 128, 128, 128, 64, 0.0381347, 256
###1, 128, 128, 128, 128, 0.0886787, 256
###1, 128, 128, 128, 256, 0.141207, 256
###1, 128, 128, 128, 512, 0.281985, 256
###1, 128, 128, 128, 1024, 0.555352, 256
###1, 128, 128, 256, 32, 0.0292612, 256
###1, 128, 128, 256, 64, 0.0550531, 256
###1, 128, 128, 256, 128, 0.104978, 256
###1, 128, 128, 256, 256, 0.204369, 256
###1, 128, 128, 256, 512, 0.40287, 256
###1, 128, 128, 256, 1024, 0.800953, 256
###1, 128, 128, 512, 32, 0.0429224, 256
###1, 128, 128, 512, 64, 0.0800793, 256
###1, 128, 128, 512, 128, 0.150044, 256
###1, 128, 128, 512, 256, 0.303738, 256
###1, 128, 128, 512, 512, 0.585138, 256
###1, 128, 128, 512, 1024, 1.16618, 256
###1, 128, 128, 1024, 32, 0.0714999, 256
###1, 128, 128, 1024, 64, 0.131777, 256
###1, 128, 128, 1024, 128, 0.250919, 256
###1, 128, 128, 1024, 256, 0.499585, 256
###1, 128, 128, 1024, 512, 0.973902, 256
###1, 128, 128, 1024, 1024, 1.96859, 256
###1, 128, 128, 2048, 32, 0.127802, 256
###1, 128, 128, 2048, 64, 0.241386, 256
###1, 128, 128, 2048, 128, 0.45013, 256
###1, 128, 128, 2048, 256, 0.888338, 256
###1, 128, 128, 2048, 512, 1.76486, 256
###1, 128, 128, 2048, 1024, 3.52279, 256
###1, 128, 128, 4096, 32, 0.228425, 256
###1, 128, 128, 4096, 64, 0.427599, 256
###1, 128, 128, 4096, 128, 0.821447, 256
###1, 128, 128, 4096, 256, 1.62039, 256
###1, 128, 128, 4096, 512, 3.20254, 256
###1, 128, 128, 4096, 1024, 6.59673, 256
###1, 128, 128, 8192, 32, 0.446386, 256
###1, 128, 128, 8192, 64, 0.811214, 256
###1, 128, 128, 8192, 128, 1.57206, 256
###1, 128, 128, 8192, 256, 3.07797, 256
###1, 128, 128, 8192, 512, 6.12291, 256
###1, 128, 128, 8192, 1024, 12.2529, 256
###1, 128, 128, 16384, 32, 0.863007, 256
###1, 128, 128, 16384, 64, 1.59655, 256
###1, 128, 128, 16384, 128, 3.02451, 256
###1, 128, 128, 16384, 256, 5.94893, 256
###1, 128, 128, 16384, 512, 11.7978, 256
###1, 128, 128, 16384, 1024, 23.279, 256
###1, 128, 128, 32768, 32, 1.40832, 256
###1, 128, 128, 32768, 64, 2.58026, 256
###1, 128, 128, 32768, 128, 4.86811, 256
###1, 128, 128, 32768, 256, 9.49973, 256
###1, 128, 128, 32768, 512, 18.9847, 256
###1, 128, 128, 32768, 1024, 37.2599, 256
###1, 128, 128, 65536, 32, 1.35133, 256
###1, 128, 128, 65536, 64, 2.33035, 256
###1, 128, 128, 65536, 128, 4.42056, 256
###1, 128, 128, 65536, 256, 8.57546, 256
###1, 128, 128, 65536, 512, 16.8376, 256
###1, 128, 128, 65536, 1024, 33.0701, 256
