ranks, nx, ny, nz, num_iter, time, num_streams
###1, 128, 128, 8192, 64, 0.998928, 64
###1, 128, 128, 8192, 64, 1.00263, 128
###1, 128, 128, 8192, 64, 1.02966, 256
###1, 128, 128, 8192, 128, 3.46189, 1
###1, 128, 128, 8192, 128, 3.14776, 2
###1, 128, 128, 8192, 128, 2.37922, 4
###1, 128, 128, 8192, 128, 2.20511, 8
###1, 128, 128, 8192, 128, 2.05091, 16
###1, 128, 128, 8192, 128, 1.99176, 32
###1, 128, 128, 8192, 128, 1.94013, 64
###1, 128, 128, 8192, 128, 1.94882, 128
###1, 128, 128, 8192, 128, 1.99017, 256
###1, 128, 128, 8192, 256, 7.14684, 1
###1, 128, 128, 8192, 256, 6.24708, 2
###1, 128, 128, 8192, 256, 4.81469, 4
###1, 128, 128, 8192, 256, 4.34114, 8
###1, 128, 128, 8192, 256, 3.98656, 16
###1, 128, 128, 8192, 256, 3.89332, 32
###1, 128, 128, 8192, 256, 3.8179, 64
###1, 128, 128, 8192, 256, 3.82571, 128
###1, 128, 128, 8192, 256, 3.89596, 256
###1, 128, 128, 8192, 512, 14.1568, 1
###1, 128, 128, 8192, 512, 12.4101, 2
###1, 128, 128, 8192, 512, 9.53177, 4
###1, 128, 128, 8192, 512, 8.4465, 8
###1, 128, 128, 8192, 512, 7.98946, 16
###1, 128, 128, 8192, 512, 7.71373, 32
###1, 128, 128, 8192, 512, 7.55074, 64
###1, 128, 128, 8192, 512, 7.50507, 128
###1, 128, 128, 8192, 512, 7.76438, 256
###1, 128, 128, 8192, 1024, 27.1315, 1
###1, 128, 128, 8192, 1024, 24.6983, 2
###1, 128, 128, 8192, 1024, 18.9912, 4
###1, 128, 128, 8192, 1024, 16.805, 8
###1, 128, 128, 8192, 1024, 15.9626, 16
###1, 128, 128, 8192, 1024, 15.4107, 32
###1, 128, 128, 8192, 1024, 15.0288, 64
###1, 128, 128, 8192, 1024, 15.035, 128
###1, 128, 128, 8192, 1024, 15.4026, 256
###1, 128, 128, 16384, 32, 1.91222, 1
###1, 128, 128, 16384, 32, 1.79208, 2
###1, 128, 128, 16384, 32, 1.61202, 4
###1, 128, 128, 16384, 32, 1.23207, 8
###1, 128, 128, 16384, 32, 1.12723, 16
###1, 128, 128, 16384, 32, 1.08875, 32
###1, 128, 128, 16384, 32, 1.07721, 64
###1, 128, 128, 16384, 32, 1.06959, 128
###1, 128, 128, 16384, 32, 1.081, 256
###1, 128, 128, 16384, 64, 3.54326, 1
###1, 128, 128, 16384, 64, 3.4111, 2
###1, 128, 128, 16384, 64, 3.01097, 4
###1, 128, 128, 16384, 64, 2.31775, 8
###1, 128, 128, 16384, 64, 2.12085, 16
###1, 128, 128, 16384, 64, 2.03202, 32
###1, 128, 128, 16384, 64, 2.01519, 64
###1, 128, 128, 16384, 64, 1.98363, 128
###1, 128, 128, 16384, 64, 2.00128, 256
###1, 128, 128, 16384, 128, 7.2079, 1
###1, 128, 128, 16384, 128, 6.69252, 2
###1, 128, 128, 16384, 128, 5.85895, 4
###1, 128, 128, 16384, 128, 4.49248, 8
###1, 128, 128, 16384, 128, 4.06877, 16
###1, 128, 128, 16384, 128, 3.92344, 32
###1, 128, 128, 16384, 128, 3.87729, 64
###1, 128, 128, 16384, 128, 3.83563, 128
###1, 128, 128, 16384, 128, 3.87247, 256
###1, 128, 128, 16384, 256, 14.2345, 1
###1, 128, 128, 16384, 256, 13.2307, 2
###1, 128, 128, 16384, 256, 11.8655, 4
###1, 128, 128, 16384, 256, 8.63296, 8
###1, 128, 128, 16384, 256, 7.98551, 16
###1, 128, 128, 16384, 256, 7.68488, 32
###1, 128, 128, 16384, 256, 7.62286, 64
###1, 128, 128, 16384, 256, 7.52291, 128
###1, 128, 128, 16384, 256, 7.563, 256
###1, 128, 128, 16384, 512, 28.3378, 1
###1, 128, 128, 16384, 512, 26.3977, 2
###1, 128, 128, 16384, 512, 23.0287, 4
###1, 128, 128, 16384, 512, 17.5423, 8
###1, 128, 128, 16384, 512, 15.9338, 16
###1, 128, 128, 16384, 512, 15.2628, 32
###1, 128, 128, 16384, 512, 15.1708, 64
###1, 128, 128, 16384, 512, 14.9152, 128
###1, 128, 128, 16384, 512, 15.011, 256
###1, 128, 128, 16384, 1024, 56.6258, 1
###1, 128, 128, 16384, 1024, 52.499, 2
###1, 128, 128, 16384, 1024, 46.9559, 4
###1, 128, 128, 16384, 1024, 34.1252, 8
###1, 128, 128, 16384, 1024, 31.5236, 16
###1, 128, 128, 16384, 1024, 30.3883, 32
###1, 128, 128, 16384, 1024, 30.2774, 64
###1, 128, 128, 16384, 1024, 29.7327, 128
###1, 128, 128, 16384, 1024, 29.8303, 256
###1, 128, 128, 32768, 32, 3.02276, 1
###1, 128, 128, 32768, 32, 2.99138, 2
###1, 128, 128, 32768, 32, 2.82615, 4
###1, 128, 128, 32768, 32, 2.52837, 8
###1, 128, 128, 32768, 32, 1.94343, 16
###1, 128, 128, 32768, 32, 1.80602, 32
###1, 128, 128, 32768, 32, 1.78367, 64
###1, 128, 128, 32768, 32, 1.79593, 128
###1, 128, 128, 32768, 32, 1.78478, 256
###1, 128, 128, 32768, 64, 5.72541, 1
###1, 128, 128, 32768, 64, 5.68038, 2
###1, 128, 128, 32768, 64, 5.44716, 4
###1, 128, 128, 32768, 64, 4.84966, 8
###1, 128, 128, 32768, 64, 3.63623, 16
###1, 128, 128, 32768, 64, 3.30245, 32
###1, 128, 128, 32768, 64, 3.25995, 64
###1, 128, 128, 32768, 64, 3.28787, 128
###1, 128, 128, 32768, 64, 3.2663, 256
###1, 128, 128, 32768, 128, 11.2135, 1
###1, 128, 128, 32768, 128, 11.0319, 2
###1, 128, 128, 32768, 128, 10.4084, 4
###1, 128, 128, 32768, 128, 9.21615, 8
###1, 128, 128, 32768, 128, 6.99526, 16
###1, 128, 128, 32768, 128, 6.34507, 32
###1, 128, 128, 32768, 128, 6.25686, 64
###1, 128, 128, 32768, 128, 6.25002, 128
###1, 128, 128, 32768, 128, 6.23979, 256
###1, 128, 128, 32768, 256, 22.1016, 1
###1, 128, 128, 32768, 256, 22.0021, 2
###1, 128, 128, 32768, 256, 20.5106, 4
###1, 128, 128, 32768, 256, 18.5079, 8
###1, 128, 128, 32768, 256, 13.3993, 16
###1, 128, 128, 32768, 256, 12.4108, 32
###1, 128, 128, 32768, 256, 12.2198, 64
###1, 128, 128, 32768, 256, 12.2928, 128
###1, 128, 128, 32768, 256, 12.0791, 256
###1, 128, 128, 32768, 512, 43.9795, 1
###1, 128, 128, 32768, 512, 43.7779, 2
###1, 128, 128, 32768, 512, 41.5846, 4
###1, 128, 128, 32768, 512, 35.9587, 8
###1, 128, 128, 32768, 512, 26.4857, 16
###1, 128, 128, 32768, 512, 24.5816, 32
###1, 128, 128, 32768, 512, 24.1005, 64
###1, 128, 128, 32768, 512, 24.1949, 128
###1, 128, 128, 32768, 512, 24.0445, 256
###1, 128, 128, 32768, 1024, 90.8766, 1
###1, 128, 128, 32768, 1024, 86.4289, 2
###1, 128, 128, 32768, 1024, 82.8194, 4
###1, 128, 128, 32768, 1024, 73.1435, 8
###1, 128, 128, 32768, 1024, 52.744, 16
###1, 128, 128, 32768, 1024, 48.7012, 32
###1, 128, 128, 32768, 1024, 47.974, 64
###1, 128, 128, 32768, 1024, 48.1697, 128
###1, 128, 128, 32768, 1024, 47.7302, 256
###1, 128, 128, 65536, 32, 2.66101, 1
###1, 128, 128, 65536, 32, 2.62614, 2
###1, 128, 128, 65536, 32, 2.53025, 4
###1, 128, 128, 65536, 32, 2.38732, 8
###1, 128, 128, 65536, 32, 2.16321, 16
###1, 128, 128, 65536, 32, 1.74174, 32
###1, 128, 128, 65536, 32, 1.62685, 64
###1, 128, 128, 65536, 32, 1.6189, 128
###1, 128, 128, 65536, 32, 1.66729, 256
###1, 128, 128, 65536, 64, 4.86631, 1
###1, 128, 128, 65536, 64, 4.80373, 2
###1, 128, 128, 65536, 64, 4.63876, 4
###1, 128, 128, 65536, 64, 4.33759, 8
###1, 128, 128, 65536, 64, 3.90036, 16
###1, 128, 128, 65536, 64, 3.05464, 32
###1, 128, 128, 65536, 64, 2.82418, 64
###1, 128, 128, 65536, 64, 2.86683, 128
###1, 128, 128, 65536, 64, 2.83156, 256
###1, 128, 128, 65536, 128, 8.99088, 1
###1, 128, 128, 65536, 128, 9.1781, 2
###1, 128, 128, 65536, 128, 8.72355, 4
###1, 128, 128, 65536, 128, 8.45551, 8
###1, 128, 128, 65536, 128, 7.52017, 16
###1, 128, 128, 65536, 128, 5.69615, 32
###1, 128, 128, 65536, 128, 5.22857, 64
###1, 128, 128, 65536, 128, 5.18911, 128
###1, 128, 128, 65536, 128, 5.21435, 256
###1, 128, 128, 65536, 256, 17.5201, 1
###1, 128, 128, 65536, 256, 17.9585, 2
###1, 128, 128, 65536, 256, 17.2715, 4
###1, 128, 128, 65536, 256, 16.4386, 8
###1, 128, 128, 65536, 256, 14.2952, 16
###1, 128, 128, 65536, 256, 10.7974, 32
###1, 128, 128, 65536, 256, 10.0273, 64
###1, 128, 128, 65536, 256, 10.0033, 128
###1, 128, 128, 65536, 256, 10.0993, 256
###1, 128, 128, 65536, 512, 35.6726, 1
###1, 128, 128, 65536, 512, 35.3699, 2
###1, 128, 128, 65536, 512, 34.0546, 4
###1, 128, 128, 65536, 512, 31.6504, 8
###1, 128, 128, 65536, 512, 28.1942, 16
###1, 128, 128, 65536, 512, 21.3911, 32
###1, 128, 128, 65536, 512, 19.5219, 64
###1, 128, 128, 65536, 512, 19.486, 128
###1, 128, 128, 65536, 512, 19.7548, 256
###1, 128, 128, 65536, 1024, 68.5554, 1
###1, 128, 128, 65536, 1024, 67.8302, 2
###1, 128, 128, 65536, 1024, 67.8063, 4
###1, 128, 128, 65536, 1024, 64.4486, 8
###1, 128, 128, 65536, 1024, 55.8774, 16
###1, 128, 128, 65536, 1024, 41.869, 32
###1, 128, 128, 65536, 1024, 38.7081, 64
###1, 128, 128, 65536, 1024, 38.4483, 128
###1, 128, 128, 65536, 1024, 38.9058, 256
