    7      256      1.00      0.2687030
    8      256      1.00      0.2689060
    9      256      1.00      0.2804100
   10      256      1.00      0.2695210
    1      512      0.00      0.0240480
    2      512      0.00      0.0047880
    3      512      0.00      0.0046430
    4      512      0.00      0.0046500
    5      512      0.00      0.0046330
    6      512      0.00      0.0045820
    7      512      0.00      0.0045990
    8      512      0.00      0.0045780
    9      512      0.00      0.0045640
   10      512      0.00      0.0045280
    1      512      0.01      0.0152660
    2      512      0.01      0.0107850
    3      512      0.01      0.0103020
    4      512      0.01      0.0102730
    5      512      0.01      0.0103090
    6      512      0.01      0.0102150
    7      512      0.01      0.0101580
    8      512      0.01      0.0101160
    9      512      0.01      0.0101620
   10      512      0.01      0.0102340
    1      512      0.05      0.0379140
    2      512      0.05      0.0312950
    3      512      0.05      0.0309010
    4      512      0.05      0.0307120
    5      512      0.05      0.0308440
    6      512      0.05      0.0308330
    7      512      0.05      0.0308240
    8      512      0.05      0.0310200
    9      512      0.05      0.0308420
   10      512      0.05      0.0308500
    1      512      0.10      0.0743380
    2      512      0.10      0.0583510
    3      512      0.10      0.0578900
    4      512      0.10      0.0579050
    5      512      0.10      0.0577620
    6      512      0.10      0.0577490
    7      512      0.10      0.0580120
    8      512      0.10      0.0578590
    9      512      0.10      0.0579380
   10      512      0.10      0.0577930
    1      512      0.25      0.1667770
    2      512      0.25      0.1374650
    3      512      0.25      0.1375190
    4      512      0.25      0.1374340
    5      512      0.25      0.1376020
    6      512      0.25      0.1373300
    7      512      0.25      0.1373280
    8      512      0.25      0.1373510
    9      512      0.25      0.1374100
   10      512      0.25      0.1374690
    1      512      0.50      0.3259910
    2      512      0.50      0.2690850
    3      512      0.50      0.2690920
    4      512      0.50      0.2696260
    5      512      0.50      0.2686650
    6      512      0.50      0.2692410
    7      512      0.50      0.2950000
    8      512      0.50      0.2843930
    9      512      0.50      0.2721180
   10      512      0.50      0.2841310
    1      512      0.75      0.4808050
    2      512      0.75      0.4498280
    3      512      0.75      0.4251590
    4      512      0.75      0.4477020
    5      512      0.75      0.4279620
