solver,nprocs,topology,nx_global,ny_global,nx_local,ny_local,nt,run,walltime,steps_per_second,cell_updates_per_second
manual,16,16x1,98306,24578,6146,24578,20,5,1.107410056,18.060157,4.363632e+10
manual,16,8x2,98306,24578,12290,12290,20,1,1.108004023,18.050476,4.361293e+10
manual,16,8x2,98306,24578,12290,12290,20,2,1.145626760,17.457693,4.218066e+10
manual,16,8x2,98306,24578,12290,12290,20,3,1.109864256,18.020222,4.353983e+10
manual,16,8x2,98306,24578,12290,12290,20,4,1.110236608,18.014178,4.352522e+10
manual,16,8x2,98306,24578,12290,12290,20,5,1.110565515,18.008843,4.351233e+10
manual,16,4x4,98306,24578,24578,6146,20,1,1.111124012,17.999791,4.349046e+10
manual,16,4x4,98306,24578,24578,6146,20,2,1.110190519,18.014926,4.352703e+10
manual,16,4x4,98306,24578,24578,6146,20,3,1.116387081,17.914933,4.328543e+10
manual,16,4x4,98306,24578,24578,6146,20,4,1.115721301,17.925624,4.331126e+10
manual,16,4x4,98306,24578,24578,6146,20,5,1.117292162,17.900421,4.325037e+10
manual,16,2x8,98306,24578,49154,3074,20,1,1.141420280,17.522030,4.233611e+10
manual,16,2x8,98306,24578,49154,3074,20,2,1.117512088,17.896898,4.324186e+10
manual,16,2x8,98306,24578,49154,3074,20,3,1.120096706,17.855601,4.314208e+10
manual,16,2x8,98306,24578,49154,3074,20,4,1.122311254,17.820368,4.305695e+10
manual,16,2x8,98306,24578,49154,3074,20,5,1.121947231,17.826150,4.307092e+10
manual,16,1x16,98306,24578,98306,1538,20,1,1.204773704,16.600628,4.010985e+10
manual,16,1x16,98306,24578,98306,1538,20,2,1.117016128,17.904844,4.326106e+10
manual,16,1x16,98306,24578,98306,1538,20,3,1.119885282,17.858972,4.315022e+10
manual,16,1x16,98306,24578,98306,1538,20,4,1.119808302,17.860200,4.315319e+10
manual,16,1x16,98306,24578,98306,1538,20,5,1.121320147,17.836119,4.309501e+10
manual,16,16x1,131074,32770,8194,32770,20,1,1.961278521,10.197430,4.380097e+10
manual,16,16x1,131074,32770,8194,32770,20,2,1.972217231,10.140871,4.355803e+10
manual,16,16x1,131074,32770,8194,32770,20,3,1.968527689,10.159877,4.363967e+10
manual,16,16x1,131074,32770,8194,32770,20,4,1.971922365,10.142387,4.356454e+10
manual,16,16x1,131074,32770,8194,32770,20,5,1.971014424,10.147059,4.358461e+10
manual,16,8x2,131074,32770,16386,16386,20,1,1.962774573,10.189657,4.376758e+10
manual,16,8x2,131074,32770,16386,16386,20,2,1.969905327,10.152772,4.360915e+10
manual,16,8x2,131074,32770,16386,16386,20,3,1.978239388,10.110000,4.342543e+10
manual,16,8x2,131074,32770,16386,16386,20,4,1.977225985,10.115182,4.344769e+10
manual,16,8x2,131074,32770,16386,16386,20,5,1.976052221,10.121190,4.347350e+10
manual,16,4x4,131074,32770,32770,8194,20,1,1.968907336,10.157918,4.363126e+10
manual,16,4x4,131074,32770,32770,8194,20,2,1.972046966,10.141746,4.356179e+10
manual,16,4x4,131074,32770,32770,8194,20,3,1.979568371,10.103213,4.339628e+10
manual,16,4x4,131074,32770,32770,8194,20,4,1.985289971,10.074095,4.327121e+10
manual,16,4x4,131074,32770,32770,8194,20,5,2.012757415,9.936617,4.268070e+10
manual,16,2x8,131074,32770,65538,4098,20,1,1.975293521,10.125078,4.349019e+10
manual,16,2x8,131074,32770,65538,4098,20,2,1.973870829,10.132375,4.352154e+10
manual,16,2x8,131074,32770,65538,4098,20,3,2.012438167,9.938194,4.268747e+10
manual,16,2x8,131074,32770,65538,4098,20,4,1.987343081,10.063688,4.322651e+10
manual,16,2x8,131074,32770,65538,4098,20,5,1.995482020,10.022641,4.305020e+10
manual,16,1x16,131074,32770,131074,2050,20,1,1.975032281,10.126417,4.349595e+10
manual,16,1x16,131074,32770,131074,2050,20,2,1.980811817,10.096870,4.336904e+10
manual,16,1x16,131074,32770,131074,2050,20,3,1.982195105,10.089824,4.333877e+10
manual,16,1x16,131074,32770,131074,2050,20,4,1.981894796,10.091353,4.334534e+10
manual,16,1x16,131074,32770,131074,2050,20,5,1.987092465,10.064957,4.323196e+10
manual,16,16x1,163842,40962,10242,40962,20,1,3.071631069,6.511199,4.369858e+10
manual,16,16x1,163842,40962,10242,40962,20,2,3.061999774,6.531679,4.383603e+10
manual,16,16x1,163842,40962,10242,40962,20,3,3.073539437,6.507156,4.367145e+10
manual,16,16x1,163842,40962,10242,40962,20,4,3.073672387,6.506874,4.366956e+10
manual,16,16x1,163842,40962,10242,40962,20,5,3.080837544,6.491741,4.356800e+10
manual,16,8x2,163842,40962,20482,20482,20,1,3.084157847,6.484752,4.352109e+10
manual,16,8x2,163842,40962,20482,20482,20,2,3.069639243,6.515424,4.372694e+10
manual,16,8x2,163842,40962,20482,20482,20,3,3.078762797,6.496116,4.359736e+10
manual,16,8x2,163842,40962,20482,20482,20,4,3.083678100,6.485761,4.352786e+10
manual,16,8x2,163842,40962,20482,20482,20,5,3.089383131,6.473784,4.344748e+10
manual,16,4x4,163842,40962,40962,10242,20,1,3.095344473,6.461316,4.336381e+10
manual,16,4x4,163842,40962,40962,10242,20,2,3.081930830,6.489438,4.355254e+10
manual,16,4x4,163842,40962,40962,10242,20,3,3.088737261,6.475138,4.345657e+10
manual,16,4x4,163842,40962,40962,10242,20,4,3.092558175,6.467138,4.340288e+10
manual,16,4x4,163842,40962,40962,10242,20,5,3.085984446,6.480914,4.349533e+10
manual,16,2x8,163842,40962,81922,5122,20,1,3.098978705,6.453739,4.331295e+10
manual,16,2x8,163842,40962,81922,5122,20,2,3.099216476,6.453244,4.330963e+10
manual,16,2x8,163842,40962,81922,5122,20,3,3.100174669,6.451249,4.329624e+10
manual,16,2x8,163842,40962,81922,5122,20,4,3.103515921,6.444304,4.324963e+10
manual,16,2x8,163842,40962,81922,5122,20,5,3.100302906,6.450983,4.329445e+10
manual,16,1x16,163842,40962,163842,2562,20,1,3.096094392,6.459751,4.335330e+10
manual,16,1x16,163842,40962,163842,2562,20,2,3.088667755,6.475284,4.345755e+10
manual,16,1x16,163842,40962,163842,2562,20,3,3.100921641,6.449695,4.328581e+10
manual,16,1x16,163842,40962,163842,2562,20,4,3.098943930,6.453812,4.331344e+10
manual,16,1x16,163842,40962,163842,2562,20,5,3.096976894,6.457911,4.334095e+10
manual,16,16x1,196610,49154,12290,49154,20,1,4.417733209,4.527209,4.375170e+10
manual,16,16x1,196610,49154,12290,49154,20,2,4.402346358,4.543032,4.390462e+10
manual,16,16x1,196610,49154,12290,49154,20,3,4.416309096,4.528669,4.376581e+10
manual,16,16x1,196610,49154,12290,49154,20,4,4.428356219,4.516349,4.364675e+10
manual,16,16x1,196610,49154,12290,49154,20,5,4.417389513,4.527561,4.375511e+10
manual,16,8x2,196610,49154,24578,24578,20,1,4.406476476,4.538774,4.386347e+10
manual,16,8x2,196610,49154,24578,24578,20,2,4.420254510,4.524626,4.372675e+10
manual,16,8x2,196610,49154,24578,24578,20,3,4.427100687,4.517629,4.365913e+10
manual,16,8x2,196610,49154,24578,24578,20,4,4.431421536,4.513224,4.361656e+10
manual,16,8x2,196610,49154,24578,24578,20,5,4.427873202,4.516841,4.365151e+10
manual,16,4x4,196610,49154,49154,12290,20,1,4.443275293,4.501184,4.350020e+10
manual,16,4x4,196610,49154,49154,12290,20,2,4.436417293,4.508142,4.356744e+10
manual,16,4x4,196610,49154,49154,12290,20,3,4.451885225,4.492479,4.341607e+10
manual,16,4x4,196610,49154,49154,12290,20,4,4.453924038,4.490422,4.339620e+10
manual,16,4x4,196610,49154,49154,12290,20,5,4.459587467,4.484720,4.334108e+10
manual,16,2x8,196610,49154,98306,6146,20,1,4.437905797,4.506630,4.355283e+10
manual,16,2x8,196610,49154,98306,6146,20,2,4.448705496,4.495690,4.344710e+10
manual,16,2x8,196610,49154,98306,6146,20,3,4.455673934,4.488659,4.337915e+10
manual,16,2x8,196610,49154,98306,6146,20,4,4.460459943,4.483843,4.333261e+10
manual,16,2x8,196610,49154,98306,6146,20,5,4.463542202,4.480746,4.330268e+10
manual,16,1x16,196610,49154,196610,3074,20,1,4.449239301,4.495150,4.344189e+10
manual,16,1x16,196610,49154,196610,3074,20,2,4.435772407,4.508798,4.357378e+10
manual,16,1x16,196610,49154,196610,3074,20,3,4.456899719,4.487424,4.336722e+10
manual,16,1x16,196610,49154,196610,3074,20,4,4.459787337,4.484519,4.333914e+10
manual,16,1x16,196610,49154,196610,3074,20,5,4.463898468,4.480389,4.329923e+10
