solver,nprocs,topology,nx_global,ny_global,nx_local,ny_local,iteration,kernel_walltime_seconds
manual_kernel,16,8x2,32770,8194,4098,4098,83,0.005993881
manual_kernel,16,8x2,32770,8194,4098,4098,84,0.005987737
manual_kernel,16,8x2,32770,8194,4098,4098,85,0.005986908
manual_kernel,16,8x2,32770,8194,4098,4098,86,0.006076473
manual_kernel,16,8x2,32770,8194,4098,4098,87,0.006077914
manual_kernel,16,8x2,32770,8194,4098,4098,88,0.006043483
manual_kernel,16,8x2,32770,8194,4098,4098,89,0.006039195
manual_kernel,16,8x2,32770,8194,4098,4098,90,0.006411307
manual_kernel,16,8x2,32770,8194,4098,4098,91,0.006018171
manual_kernel,16,8x2,32770,8194,4098,4098,92,0.006014268
manual_kernel,16,8x2,32770,8194,4098,4098,93,0.006015003
manual_kernel,16,8x2,32770,8194,4098,4098,94,0.006020828
manual_kernel,16,8x2,32770,8194,4098,4098,95,0.006021339
manual_kernel,16,8x2,32770,8194,4098,4098,96,0.006027418
manual_kernel,16,8x2,32770,8194,4098,4098,97,0.005990077
manual_kernel,16,8x2,32770,8194,4098,4098,98,0.005979164
manual_kernel,16,8x2,32770,8194,4098,4098,99,0.005973277
manual_kernel,16,8x2,32770,8194,4098,4098,100,0.006406415
manual_kernel,16,8x2,32770,8194,4098,4098,101,0.006115288
manual_kernel,16,8x2,32770,8194,4098,4098,102,0.006118200
manual_kernel,16,8x2,32770,8194,4098,4098,103,0.006055834
manual_kernel,16,8x2,32770,8194,4098,4098,104,0.006034652
manual_kernel,16,8x2,32770,8194,4098,4098,105,0.006029787
manual_kernel,16,8x2,32770,8194,4098,4098,106,0.006051451
manual_kernel,16,8x2,32770,8194,4098,4098,107,0.006046683
manual_kernel,16,8x2,32770,8194,4098,4098,108,0.006043610
manual_kernel,16,8x2,32770,8194,4098,4098,109,0.006040315
manual_kernel,16,8x2,32770,8194,4098,4098,110,0.006403759
manual_kernel,16,8x2,32770,8194,4098,4098,111,0.005968637
manual_kernel,16,8x2,32770,8194,4098,4098,112,0.005983293
manual_kernel,16,8x2,32770,8194,4098,4098,113,0.005991036
manual_kernel,16,8x2,32770,8194,4098,4098,114,0.005993917
manual_kernel,16,8x2,32770,8194,4098,4098,115,0.006000476
manual_kernel,16,8x2,32770,8194,4098,4098,116,0.005992157
manual_kernel,16,8x2,32770,8194,4098,4098,117,0.005997596
manual_kernel,16,8x2,32770,8194,4098,4098,118,0.006045658
manual_kernel,16,8x2,32770,8194,4098,4098,119,0.006049723
manual_kernel,16,8x2,32770,8194,4098,4098,120,0.006415214
manual_kernel,16,8x2,32770,8194,4098,4098,121,0.006018555
manual_kernel,16,8x2,32770,8194,4098,4098,122,0.006008220
manual_kernel,16,8x2,32770,8194,4098,4098,123,0.005990621
manual_kernel,16,8x2,32770,8194,4098,4098,124,0.005986520
manual_kernel,16,8x2,32770,8194,4098,4098,125,0.006000701
manual_kernel,16,8x2,32770,8194,4098,4098,126,0.006004310
manual_kernel,16,8x2,32770,8194,4098,4098,127,0.006027899
manual_kernel,16,8x2,32770,8194,4098,4098,128,0.006032123
manual_kernel,16,8x2,32770,8194,4098,4098,129,0.006050458
manual_kernel,16,8x2,32770,8194,4098,4098,130,0.006465928
manual_kernel,16,8x2,32770,8194,4098,4098,131,0.006055287
manual_kernel,16,8x2,32770,8194,4098,4098,132,0.006029207
manual_kernel,16,8x2,32770,8194,4098,4098,133,0.006036630
manual_kernel,16,8x2,32770,8194,4098,4098,134,0.006029335
manual_kernel,16,8x2,32770,8194,4098,4098,135,0.006012118
manual_kernel,16,8x2,32770,8194,4098,4098,136,0.005997436
manual_kernel,16,8x2,32770,8194,4098,4098,137,0.006005015
manual_kernel,16,8x2,32770,8194,4098,4098,138,0.006006711
manual_kernel,16,8x2,32770,8194,4098,4098,139,0.006008955
manual_kernel,16,8x2,32770,8194,4098,4098,140,0.006436373
manual_kernel,16,8x2,32770,8194,4098,4098,141,0.006033794
manual_kernel,16,8x2,32770,8194,4098,4098,142,0.006044737
manual_kernel,16,8x2,32770,8194,4098,4098,143,0.006022491
manual_kernel,16,8x2,32770,8194,4098,4098,144,0.006031867
manual_kernel,16,8x2,32770,8194,4098,4098,145,0.006016220
manual_kernel,16,8x2,32770,8194,4098,4098,146,0.006021595
manual_kernel,16,8x2,32770,8194,4098,4098,147,0.005991644
manual_kernel,16,8x2,32770,8194,4098,4098,148,0.006006684
manual_kernel,16,8x2,32770,8194,4098,4098,149,0.006009627
manual_kernel,16,8x2,32770,8194,4098,4098,150,0.006415566
manual_kernel,16,8x2,32770,8194,4098,4098,151,0.006013468
manual_kernel,16,8x2,32770,8194,4098,4098,152,0.006027228
manual_kernel,16,8x2,32770,8194,4098,4098,153,0.006015676
manual_kernel,16,8x2,32770,8194,4098,4098,154,0.006024603
manual_kernel,16,8x2,32770,8194,4098,4098,155,0.006013596
manual_kernel,16,8x2,32770,8194,4098,4098,156,0.005983868
manual_kernel,16,8x2,32770,8194,4098,4098,157,0.006004988
manual_kernel,16,8x2,32770,8194,4098,4098,158,0.006007099
manual_kernel,16,8x2,32770,8194,4098,4098,159,0.006048186
manual_kernel,16,8x2,32770,8194,4098,4098,160,0.006467277
manual_kernel,16,8x2,32770,8194,4098,4098,161,0.006070330
manual_kernel,16,8x2,32770,8194,4098,4098,162,0.006046651
manual_kernel,16,8x2,32770,8194,4098,4098,163,0.006044474
manual_kernel,16,8x2,32770,8194,4098,4098,164,0.006032540
manual_kernel,16,8x2,32770,8194,4098,4098,165,0.006012315
manual_kernel,16,8x2,32770,8194,4098,4098,166,0.006019964
manual_kernel,16,8x2,32770,8194,4098,4098,167,0.006013083
manual_kernel,16,8x2,32770,8194,4098,4098,168,0.006044923
manual_kernel,16,8x2,32770,8194,4098,4098,169,0.006041275
manual_kernel,16,8x2,32770,8194,4098,4098,170,0.006423374
manual_kernel,16,8x2,32770,8194,4098,4098,171,0.006011836
manual_kernel,16,8x2,32770,8194,4098,4098,172,0.006025915
manual_kernel,16,8x2,32770,8194,4098,4098,173,0.006026363
manual_kernel,16,8x2,32770,8194,4098,4098,174,0.006125015
manual_kernel,16,8x2,32770,8194,4098,4098,175,0.006127608
manual_kernel,16,8x2,32770,8194,4098,4098,176,0.006078266
manual_kernel,16,8x2,32770,8194,4098,4098,177,0.006035899
manual_kernel,16,8x2,32770,8194,4098,4098,178,0.006030651
manual_kernel,16,8x2,32770,8194,4098,4098,179,0.006011900
manual_kernel,16,8x2,32770,8194,4098,4098,180,0.006399023
manual_kernel,16,8x2,32770,8194,4098,4098,181,0.006011387
manual_kernel,16,8x2,32770,8194,4098,4098,182,0.005973405
manual_kernel,16,8x2,32770,8194,4098,4098,183,0.005980348
manual_kernel,16,8x2,32770,8194,4098,4098,184,0.005955806
manual_kernel,16,8x2,32770,8194,4098,4098,185,0.005943773
manual_kernel,16,8x2,32770,8194,4098,4098,186,0.005933723
manual_kernel,16,8x2,32770,8194,4098,4098,187,0.005930084
manual_kernel,16,8x2,32770,8194,4098,4098,188,0.005947101
manual_kernel,16,8x2,32770,8194,4098,4098,189,0.006098969
manual_kernel,16,8x2,32770,8194,4098,4098,190,0.006404268
manual_kernel,16,8x2,32770,8194,4098,4098,191,0.005915103
manual_kernel,16,8x2,32770,8194,4098,4098,192,0.005907295
manual_kernel,16,8x2,32770,8194,4098,4098,193,0.005909125
manual_kernel,16,8x2,32770,8194,4098,4098,194,0.005906245
manual_kernel,16,8x2,32770,8194,4098,4098,195,0.005913180
manual_kernel,16,8x2,32770,8194,4098,4098,196,0.005901861
manual_kernel,16,8x2,32770,8194,4098,4098,197,0.005914047
manual_kernel,16,8x2,32770,8194,4098,4098,198,0.005910975
manual_kernel,16,8x2,32770,8194,4098,4098,199,0.006030363
manual_kernel,16,8x2,32770,8194,4098,4098,200,0.006426766
manual_kernel,16,4x4,32770,8194,8194,2050,1,0.007003030
manual_kernel,16,4x4,32770,8194,8194,2050,2,0.005954692
manual_kernel,16,4x4,32770,8194,8194,2050,3,0.005948292
manual_kernel,16,4x4,32770,8194,8194,2050,4,0.005935812
manual_kernel,16,4x4,32770,8194,8194,2050,5,0.005932325
manual_kernel,16,4x4,32770,8194,8194,2050,6,0.005923973
manual_kernel,16,4x4,32770,8194,8194,2050,7,0.005931589
manual_kernel,16,4x4,32770,8194,8194,2050,8,0.005942468
manual_kernel,16,4x4,32770,8194,8194,2050,9,0.005910469
manual_kernel,16,4x4,32770,8194,8194,2050,10,0.006344599
manual_kernel,16,4x4,32770,8194,8194,2050,11,0.005912805
manual_kernel,16,4x4,32770,8194,8194,2050,12,0.005928516
manual_kernel,16,4x4,32770,8194,8194,2050,13,0.005922277
manual_kernel,16,4x4,32770,8194,8194,2050,14,0.005937348
manual_kernel,16,4x4,32770,8194,8194,2050,15,0.005969244
manual_kernel,16,4x4,32770,8194,8194,2050,16,0.005972027
manual_kernel,16,4x4,32770,8194,8194,2050,17,0.005967068
manual_kernel,16,4x4,32770,8194,8194,2050,18,0.005959484
